Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
0, I-SLICE,    0, 29.00,   34523776, 0,0.00,35.507, 34.594, 34.602, 35.279,27,  -, -, 0.00%,  0.00%,  0.00%, 0.26%,  1.07%,  6.20%, 0.44%,  0.72%, 11.80%, 1.54%,  1.44%, 32.93%,43.60%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 87577.67, 49565.80, 0.00, 20516079.11 , 0, 255, 66.06, 0, 255, 69.44, 0, 255, 64.48, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.53%, 0.00%,0.00%, 3.47%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 48994.3, 131.2, 324810.4, 305131.2, 0.0, 0.0, 373133.1, 1.000, 0
1, i-SLICE,    1, 29.00,   40606096, 1,1.02,35.944, 34.847, 34.893, 35.675,27,  -, -, 0.00%,  0.00%,  0.00%, 0.02%,  0.10%,  0.63%, 0.11%,  0.16%,  2.36%, 1.89%,  1.99%, 28.67%,64.07%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 79364.88, 46933.64, 0.00, 23593799.65 , 0, 255, 67.50, 0, 255, 86.92, 0, 255, 82.58, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 92.26%, 0.00%,0.00%, 7.74%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 12081.4, 12.2, 339201.7, 319286.0, 0.0, 0.0, 722760.8, 1.000, 0
2, P-SLICE,    2, 32.00,   25880352, 0,1.01,30.448, 30.642, 30.634, 30.495,27, 1 0 , -, 0.00%,  0.00%,  0.00%, 0.01%,  0.13%,  0.23%, 0.17%,  0.63%,  3.11%, 0.78%,  2.00%, 17.96%, 0.00%,  0.00%,  0.35%,  8.18%, 66.44%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 268088.40, 129317.85, 0.00, 8588333.32 , 0, 255, 66.11, 0, 255, 69.63, 0, 255, 64.54, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 51.57%, 0.00%,0.00%, 15.05%, 33.39%, 0.00%, 0.00%, 0.00%, 0.00%, 31.59%, 0.00%,0.00%, 27.73%, 40.68%, 0.00%, 0.00%, 0.00%, 0.00%, 23.79%, 0.01%,0.00%, 32.90%, 43.31%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 190142.7, 1220.8, 1795254.8, 1742329.1, 0.0, 0.0, 2707849.1, 1.000, 0
3, P-SLICE,    7, 32.00,   35744632, 0,1.03,30.449, 31.140, 31.130, 30.621,23, 2 1 0 , -, 0.00%,  0.00%,  0.00%, 0.02%,  0.23%,  0.29%, 0.11%,  0.56%,  2.02%, 2.35%,  6.40%, 46.90%, 0.00%,  0.00%,  0.15%,  1.85%, 39.12%,  0.00%,  0.00%,  0.00%,  0.01%,  0.00%,  0.00%,  0.00%,  0.00%, 302314.93, 125114.14, 0.00, 19181468.91 , 0, 255, 68.41, 0, 255, 86.80, 0, 255, 80.85, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 78.24%, 0.00%,0.00%, 12.26%, 9.50%, 0.00%, 0.00%, 0.00%, 0.00%, 56.35%, 0.00%,0.00%, 25.41%, 18.24%, 0.00%, 0.00%, 0.00%, 0.00%, 58.71%, 0.01%,0.00%, 21.46%, 19.82%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 9780.4, 1062.7, 3182575.3, 3101860.7, 0.0, 0.0, 5893882.9, 1.000, 0
4, B-SLICE,    5, 33.00,     422704, 0,1.03,31.419, 32.006, 32.084, 31.576,26, 2 1 0 ,7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%, 47.52%, 27.18%,  0.74%,  0.00%,  0.06%,  0.27%,  0.05%,  0.00%,  4.01%, 18.68%,  1.48%, 218232.68, 95325.89, 0.00, 239005.08 , 0, 255, 68.41, 0, 255, 86.80, 0, 255, 80.85, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 7.89%,0.00%, 3.10%, 89.01%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 39.48%,0.00%, 4.70%, 55.82%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 67.47%,0.00%, 0.34%, 32.19%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 330.8, 14.6, 1876361.2, 1833031.4, 0.0, 0.0, 7773687.9, 1.000, 0
5, b-SLICE,    3, 34.00,   31008056, 0,1.02,28.604, 29.466, 29.392, 28.810,29, 2 1 ,5 7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.57%,  3.59%, 95.78%,  0.00%,  0.00%,  0.00%,  0.03%,  0.00%,  0.00%,  0.00%,  0.03%, 441861.58, 198947.60, 0.00, 12532538.16 , 0, 255, 68.02, 0, 255, 86.87, 0, 255, 81.47, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 61.59%, 38.41%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 69.04%, 30.96%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.06%,0.00%, 64.30%, 35.64%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 345.0, 17.2, 4628856.4, 4514819.5, 0.0, 0.0, 12405677.6, 1.000, 0
6, b-SLICE,    4, 34.00,   23542400, 0,1.01,28.601, 28.759, 28.755, 28.640,29, 2 1 ,5 7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.02%,  1.44%,  9.89%, 88.65%,  0.00%,  0.00%,  0.00%,  0.01%,  0.00%,  0.00%,  0.00%,  0.00%, 404359.55, 207791.42, 0.00, 6629374.03 , 0, 255, 66.04, 0, 255, 69.56, 0, 255, 64.09, 0.00%, 0.00%,0.00%, 7.14%, 92.86%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 40.92%, 59.08%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 51.52%, 48.48%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.01%,0.00%, 52.41%, 47.58%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 6.3, 2.7, 3596565.4, 3509044.9, 0.0, 0.0, 16001009.7, 1.000, 0
7, b-SLICE,    6, 34.00,   23569872, 0,1.01,28.592, 28.756, 28.759, 28.633,28, 5 2 1 ,7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  1.50%,  9.96%, 88.54%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 405025.18, 207671.42, 0.00, 6697530.42 , 0, 255, 66.04, 0, 255, 69.56, 0, 255, 64.09, 0.00%, 0.00%,0.00%, 0.00%, 100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 40.31%, 59.69%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 51.91%, 48.09%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.01%,0.00%, 52.00%, 47.99%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 6.9, 3.5, 3588426.4, 3494090.9, 0.0, 0.0, 19586405.9, 1.000, 0
8, P-SLICE,   10, 32.00,   27287016, 0,1.01,30.392, 30.694, 30.645, 30.461,25, 7 5 2 , -, 0.00%,  0.00%,  0.00%, 0.04%,  0.36%,  1.05%, 0.29%,  1.24%,  7.26%, 0.94%,  2.33%, 25.77%, 0.00%,  0.00%,  0.41%,  7.34%, 52.97%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 277018.18, 128069.82, 0.00, 10941761.95 , 0, 255, 65.98, 0, 255, 69.23, 0, 255, 63.56, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 78.13%, 0.00%,0.00%, 6.95%, 14.92%, 0.00%, 0.00%, 0.00%, 0.00%, 53.39%, 0.00%,0.00%, 22.02%, 24.59%, 0.00%, 0.00%, 0.00%, 0.00%, 35.41%, 0.00%,0.00%, 31.07%, 33.52%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 47745.3, 648.0, 2551653.0, 2483149.5, 0.0, 0.0, 22182197.1, 1.000, 0
9, B-SLICE,    9, 33.00,   33747104, 0,1.02,29.460, 30.276, 30.243, 29.660,27, 7 5 2 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.92%,  4.95%, 94.10%,  0.00%,  0.00%,  0.00%,  0.02%,  0.00%,  0.00%,  0.00%,  0.01%, 370669.71, 167557.26, 0.00, 13799338.06 , 0, 255, 68.75, 0, 255, 86.78, 0, 255, 80.32, 0.00%, 0.00%,0.00%, 100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 56.45%, 43.55%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 62.79%, 37.21%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.03%,0.00%, 58.55%, 41.42%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 4.6, 2.5, 4548469.5, 4433886.2, 0.0, 0.0, 26731489.7, 1.000, 0
