Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
0, I-SLICE,    0, 29.00,   34523776, 0,0.00,35.507, 34.594, 34.602, 35.279,27,  -, -, 0.00%,  0.00%,  0.00%, 0.26%,  1.07%,  6.20%, 0.44%,  0.72%, 11.80%, 1.54%,  1.44%, 32.93%,43.60%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 87577.67, 49565.80, 0.00, 20516079.11 , 0, 255, 66.06, 0, 255, 69.44, 0, 255, 64.48, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.53%, 0.00%,0.00%, 3.47%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 50109.3, 102.1, 329884.8, 310898.0, 0.0, 0.0, 379249.4, 1.000, 0
1, i-SLICE,    1, 29.00,   40606096, 1,1.02,35.944, 34.847, 34.893, 35.675,27,  -, -, 0.00%,  0.00%,  0.00%, 0.02%,  0.10%,  0.63%, 0.11%,  0.16%,  2.36%, 1.89%,  1.99%, 28.67%,64.07%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 79364.88, 46933.64, 0.00, 23593799.65 , 0, 255, 67.50, 0, 255, 86.92, 0, 255, 82.58, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 92.26%, 0.00%,0.00%, 7.74%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 13823.7, 10.2, 323012.3, 303541.5, 0.0, 0.0, 715197.1, 1.000, 0
2, P-SLICE,    2, 32.00,   27200032, 0,1.01,30.290, 30.619, 30.595, 30.370,27, 1 0 , -, 0.00%,  0.00%,  0.00%, 0.02%,  0.24%,  0.71%, 0.22%,  1.09%,  7.09%, 0.94%,  2.54%, 24.49%, 0.00%,  0.00%,  0.09%,  3.72%, 58.85%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 283758.12, 127794.47, 0.00, 10754910.37 , 0, 255, 66.11, 0, 255, 69.63, 0, 255, 64.54, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 91.81%, 0.00%,0.00%, 0.22%, 7.97%, 0.00%, 0.00%, 0.00%, 0.00%, 67.74%, 0.00%,0.00%, 6.25%, 26.01%, 0.00%, 0.00%, 0.00%, 0.00%, 32.21%, 0.01%,0.00%, 25.84%, 41.94%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 182729.0, 1217.0, 1772208.1, 1719792.6, 0.0, 0.0, 2671055.1, 1.000, 0
3, P-SLICE,    7, 32.00,   36146760, 0,1.03,30.411, 31.141, 31.095, 30.588,23, 2 1 0 , -, 0.00%,  0.00%,  0.00%, 0.02%,  0.36%,  0.53%, 0.15%,  0.79%,  3.15%, 2.71%,  7.63%, 56.19%, 0.00%,  0.00%,  0.09%,  0.92%, 27.45%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 306435.16, 124722.13, 0.00, 21070736.34 , 0, 255, 68.41, 0, 255, 86.80, 0, 255, 80.85, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 90.84%, 0.00%,0.00%, 2.39%, 6.77%, 0.00%, 0.00%, 0.00%, 0.00%, 77.95%, 0.00%,0.00%, 11.34%, 10.71%, 0.00%, 0.00%, 0.00%, 0.00%, 70.79%, 0.00%,0.00%, 14.48%, 14.73%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 11429.4, 1072.8, 3023030.9, 2940710.1, 0.0, 0.0, 5700074.1, 1.000, 0
4, B-SLICE,    5, 33.00,    1225224, 0,1.03,30.087, 31.989, 32.033, 30.568,26, 2 1 0 ,7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  7.25%, 13.81%, 25.90%,  0.00%,  0.02%,  0.51%,  2.74%,  0.00%,  0.35%,  9.00%, 40.41%, 288525.06, 97892.02, 0.00, 372744.49 , 0, 255, 68.41, 0, 255, 86.80, 0, 255, 80.85, 0.00%, 50.00%,0.00%, 0.00%, 50.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 4.89%,0.00%, 0.00%, 95.11%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 39.89%,0.00%, 2.98%, 57.14%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 62.49%,0.00%, 14.49%, 23.02%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 488.0, 14.1, 1914141.3, 1869362.7, 0.0, 0.0, 7619116.6, 1.000, 0
5, b-SLICE,    3, 34.00,   32973808, 0,1.02,28.221, 29.442, 29.377, 28.518,29, 2 1 ,5 7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.78%,  3.87%, 95.34%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 494622.40, 201045.58, 0.00, 14160731.28 , 0, 255, 68.02, 0, 255, 86.87, 0, 255, 81.47, 0.00%, 0.00%,0.00%, 0.00%, 100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 49.63%, 50.37%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 58.17%, 41.83%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.01%,0.00%, 60.64%, 39.35%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 322.1, 15.6, 4726903.2, 4613092.7, 0.0, 0.0, 12350987.2, 1.000, 0
6, b-SLICE,    4, 34.00,   28453144, 0,1.01,27.786, 28.754, 28.729, 28.025,29, 2 1 ,5 7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.02%,  3.79%, 10.80%, 85.39%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 521051.13, 209163.81, 0.00, 10653161.72 , 0, 255, 66.04, 0, 255, 69.56, 0, 255, 64.09, 0.00%, 0.00%,0.00%, 0.00%, 100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 22.82%, 77.18%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 42.34%, 57.66%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 50.13%, 49.87%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 8.3, 3.9, 4268899.1, 4171338.5, 0.0, 0.0, 16619804.6, 1.000, 0
7, b-SLICE,    6, 34.00,   29280192, 0,1.01,27.762, 28.630, 28.619, 27.978,28, 5 2 1 ,7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.02%,  8.40%, 13.67%, 77.90%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 528736.84, 213185.09, 0.00, 12568896.40 , 0, 255, 66.04, 0, 255, 69.56, 0, 255, 64.09, 0.00%, 0.00%,0.00%, 0.00%, 100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 20.95%, 79.05%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 40.45%, 59.55%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 47.35%, 52.65%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 3.3, 2.6, 4305511.9, 4198441.4, 0.0, 0.0, 20924282.3, 1.000, 0
8, P-SLICE,   10, 32.00,   28345296, 0,1.01,30.338, 30.681, 30.687, 30.425,25, 7 5 2 , -, 0.00%,  0.00%,  0.00%, 0.14%,  1.31%,  4.12%, 0.77%,  4.27%, 24.62%, 1.69%,  5.21%, 48.85%, 0.00%,  0.00%,  0.00%,  0.26%,  8.76%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 288097.25, 124576.33, 0.00, 17656387.92 , 0, 255, 65.98, 0, 255, 69.23, 0, 255, 63.56, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.48%, 0.00%,0.00%, 2.27%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 86.42%, 0.00%,0.00%, 9.27%, 4.31%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 46410.7, 1064.4, 2487673.4, 2420865.6, 0.0, 0.0, 23455460.8, 1.000, 0
9, B-SLICE,    9, 33.00,   36261592, 0,1.02,29.225, 30.276, 30.228, 29.482,27, 7 5 2 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.01%,  2.79%,  8.00%, 89.20%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 410336.98, 169616.43, 0.00, 17064437.76 , 0, 255, 68.75, 0, 255, 86.78, 0, 255, 80.32, 0.00%, 0.00%,0.00%, 0.00%, 100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 35.06%, 64.94%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 48.37%, 51.63%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 52.07%, 47.93%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 3.6, 3.7, 4527036.8, 4420396.7, 0.0, 0.0, 27986055.6, 1.000, 0
10, b-SLICE,    8, 34.00,    8114544, 0,1.01,27.669, 31.043, 31.015, 28.509,29, 7 5 ,9 10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.01%,  4.05%, 14.46%, 64.32%,  0.00%,  0.00%,  0.06%,  1.66%,  0.00%,  0.02%,  0.79%, 14.63%, 503162.03, 112230.05, 0.00, 1891241.63 , 0, 255, 65.98, 0, 255, 69.23, 0, 255, 63.56, 0.00%, 0.00%,0.00%, 0.00%, 100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.59%,0.00%, 0.08%, 99.33%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 5.40%,0.00%, 5.70%, 88.90%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 20.21%,0.00%, 15.79%, 64.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 6.5, 4.9, 2372721.2, 2319141.5, 0.0, 0.0, 30361351.9, 1.000, 0
11, P-SLICE,   15, 32.00,   35830048, 0,1.02,30.414, 31.066, 31.041, 30.574,23, 10 9 7 , -, 0.00%,  0.00%,  0.00%, 0.04%,  0.40%,  0.61%, 0.13%,  0.66%,  2.63%, 2.63%,  7.65%, 53.20%, 0.00%,  0.00%,  0.02%,  0.55%, 31.49%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 306371.81, 126120.74, 0.00, 21041933.57 , 0, 255, 69.05, 0, 255, 86.81, 0, 255, 79.68, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.15%, 0.00%,0.00%, 0.83%, 1.02%, 0.00%, 0.00%, 0.00%, 0.00%, 81.37%, 0.00%,0.00%, 11.53%, 7.09%, 0.00%, 0.00%, 0.00%, 0.00%, 66.83%, 0.01%,0.00%, 14.82%, 18.34%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 28911.6, 656.8, 2972560.4, 2894097.5, 0.0, 0.0, 33354602.9, 1.000, 0
12, B-SLICE,   13, 33.00,    1228576, 0,1.02,30.061, 31.946, 31.968, 30.535,26, 10 9 5 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.04%,  8.42%, 13.99%, 25.91%,  0.00%,  0.02%,  0.47%,  3.00%,  0.00%,  0.43%,  8.35%, 39.37%, 288908.03, 98974.06, 0.00, 372249.73 , 0, 255, 69.05, 0, 255, 86.81, 0, 255, 79.68, 0.00%, 0.00%,0.00%, 0.00%, 100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 5.10%,0.00%, 0.00%, 94.90%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 37.73%,0.00%, 3.17%, 59.09%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 62.05%,0.00%, 14.02%, 23.93%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 2.6, 3.6, 1904646.2, 1862469.0, 0.0, 0.0, 35263977.3, 1.000, 0
13, b-SLICE,   11, 34.00,   11219416, 0,1.02,28.158, 31.276, 31.310, 28.942,29, 10 9 ,13 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.25%, 10.41%, 20.75%, 63.12%,  0.00%,  0.00%,  0.00%,  0.44%,  0.00%,  0.00%,  0.02%,  5.02%, 493006.37, 119531.46, 0.00, 2749544.82 , 0, 255, 68.75, 0, 255, 86.78, 0, 255, 80.32, 0.00%, 0.00%,0.00%, 0.00%, 100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.07%, 99.93%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.07%,0.00%, 7.50%, 92.43%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 7.95%,0.00%, 17.11%, 74.94%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 3.7, 3.7, 2169483.1, 2124940.2, 0.0, 0.0, 37438142.7, 1.000, 0
14, b-SLICE,   12, 34.00,   28577440, 0,1.01,27.792, 28.734, 28.706, 28.024,29, 10 9 ,13 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.09%,  5.33%, 12.33%, 82.25%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 523714.80, 209317.32, 0.00, 11434543.50 , 0, 255, 65.94, 0, 255, 69.33, 0, 255, 63.39, 0.00%, 0.00%,0.00%, 5.56%, 94.44%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 21.79%, 78.21%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 40.92%, 59.08%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 48.07%, 51.93%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 3.1, 6.3, 4336521.7, 4234976.4, 0.0, 0.0, 41774989.2, 1.000, 0
15, b-SLICE,   14, 34.00,   29221864, 0,1.01,27.757, 28.657, 28.634, 27.979,28, 13 10 9 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.02%, 10.64%, 14.76%, 74.58%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 530083.97, 213141.19, 0.00, 13145141.50 , 0, 255, 65.94, 0, 255, 69.33, 0, 255, 63.39, 0.00%, 0.00%,0.00%, 0.00%, 100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 21.00%, 79.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 38.43%, 61.57%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 44.37%, 55.63%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 3.3, 3.8, 4167314.4, 4069497.9, 0.0, 0.0, 45940881.3, 1.000, 0
16, P-SLICE,   20, 32.00,   28332056, 0,1.01,30.329, 30.708, 30.741, 30.428,23, 15 13 10 , -, 0.00%,  0.00%,  0.00%, 0.11%,  1.13%,  3.88%, 0.89%,  4.52%, 25.79%, 1.75%,  5.20%, 49.21%, 0.00%,  0.00%,  0.00%,  0.22%,  7.29%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 288450.51, 123303.46, 0.00, 17706309.38 , 0, 255, 65.98, 0, 255, 68.60, 0, 255, 63.87, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.96%, 0.00%,0.00%, 0.04%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.73%, 0.00%,0.00%, 2.06%, 0.21%, 0.00%, 0.00%, 0.00%, 0.00%, 88.52%, 0.00%,0.00%, 7.76%, 3.72%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 53368.6, 805.7, 2407474.0, 2353057.8, 0.0, 0.0, 48394442.2, 1.000, 0
17, B-SLICE,   18, 33.00,   26502208, 0,1.01,28.976, 29.657, 29.675, 29.149,26, 15 13 9 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.01%,  1.35%,  7.86%, 90.78%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 381887.33, 168179.72, 0.00, 7597479.34 , 0, 255, 65.96, 0, 255, 68.65, 0, 255, 63.65, 0.00%, 0.00%,0.00%, 0.00%, 100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 12.66%, 87.34%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 29.53%, 70.47%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 43.96%, 56.03%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 1.8, 2.7, 3273270.2, 3192209.0, 0.0, 0.0, 51671953.0, 1.000, 0
